@relation 'Waveform ARFF file header-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1'

@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute class {0,1,2}

@data
1.06,0.02,0.63,2.76,1.74,1.03,3.44,1.09,1.39,1.4,4.07,3.42,1.48,0.9,2.81,1.11,2.21,0.99,0.95,-1.04,-1.03,0
-0.03,0.87,0.97,-0.78,0.41,2.06,2.95,1.96,2.45,1.12,2.64,1.76,1.27,3.13,2.76,2.33,0.96,1.53,2.4,0.64,-1.45,0
-0.17,2.76,1.92,3.56,2.93,3.16,5.17,4.32,3.55,2.8,0.96,1.89,2.27,0.71,0.22,0.51,0.03,0.25,0.3,0.8,2.34,0
-0.45,0.12,2.43,2.33,3.85,4.06,5.5,5.33,3.53,2.45,0.84,0.16,-1.59,1.46,-2.56,-0.84,-1.64,-0.66,0.07,0.94,-2.37,0
-0.61,0.35,4.39,1.71,3.52,5.27,5.18,5.21,2.77,1.63,-0.15,1.35,-0.03,1.02,0.73,0.27,0.5,0.23,0.31,0.15,-0.68,0
-0.32,0.08,2.34,1.62,2.59,3.14,1.34,2.22,1.79,2.01,2.74,2.49,1.59,2.61,3.01,2.47,2.11,1.73,2.21,1.3,0.24,0
-0.15,1.2,3.05,3.71,2.35,6.15,6.31,3.39,3.58,3,3.97,1.84,0.14,0.97,-0.98,-0.08,0.58,-0.14,1.14,0.17,-1.29,0
-0.49,-1.42,1.3,1.4,-0.07,0.35,1.96,1.85,1.47,3.37,2.27,3.01,3.13,4.72,5.43,4.52,2.4,2.03,0.43,-0.75,-0.14,0
0.8,1.31,1.01,2.91,3.01,5.81,7.09,4.86,5.23,2.89,1.78,2.17,1.74,-0.95,0.35,-1.58,0.72,-1.93,0.83,-1.14,1.12,0
-1.43,-0.46,0.36,-0.3,0.53,0.65,1.21,0.84,0.07,1.75,0.95,1.73,4.52,4.65,6.27,5.42,4.28,1.12,2.06,-0.16,-0.57,0
-1.48,-0.1,1.45,2.51,1.65,2.46,3.7,2.77,1.92,4.26,2.74,1.81,2.51,3.96,2.58,2.75,1.9,2.4,1.25,-0.92,0.82,0
0.37,3.88,-0.14,-0.77,-0.98,0.61,-1.46,0.08,0.44,0.58,3.27,4.37,2.64,4.29,5.84,5.47,3.06,2.67,1.98,1.77,0.77,0
-0.6,0.88,0.62,1.42,3.69,4.2,1.01,2,1.38,2.13,2.38,3.21,2.42,3.72,2.74,3.09,0.83,-0.34,-0.29,1.14,2.75,0
0.32,0.61,1.86,2.3,2.91,2.04,2.05,2.36,0.51,1.7,2.76,2.66,2.83,2.3,2.42,3.95,1.82,2.74,1.19,1.24,1.52,0
-1.21,-0.76,-0.79,1.72,-0.25,1.74,0.07,0.9,0.01,2.34,1.18,4.27,4.09,5.88,5.33,3.76,4.72,3.06,2.23,1.4,-0.51,0
-0.77,2.46,1.06,-0.8,0.19,2.58,1.71,1.62,2.37,1.74,1.54,3.02,3.36,5.16,3.37,3.85,4.37,-0.36,0.03,1.13,-1.17,0
-2.13,-0.84,2.69,-0.21,1.19,1.67,1.05,1.31,0.1,2.26,2.82,1.31,2.07,3.73,4.53,4.7,2.84,0.53,0.77,0.02,0.41,0
-0.01,-0.47,-0.79,0.47,0.4,0.78,1.23,1.86,0.13,0.34,3.43,2.45,3.36,3.87,5.19,5.04,4.5,2.18,2.58,-1.05,-0.34,0
-0.82,-0.89,1.61,0,1.62,1.42,1.69,0.78,1.55,1.23,1.74,1.29,2.64,3.29,5.53,4.54,4.28,2.58,2.49,0.43,0.66,0
0.41,1.38,1.4,1.35,3.45,4.98,3.7,3.55,3.25,3.09,2.01,1.94,2.23,0.59,2.12,-0.04,1.48,-1.89,1.04,0.32,-0.03,0
-1.29,-1.4,-4.05,0.57,1.11,-1.14,0.36,0.52,0.21,0.92,1.48,2.46,5.54,6.04,6.18,3.63,3.69,2.78,0.76,2.18,-1.26,0
-0.69,0.61,3.51,0.21,0.61,1.76,2.02,1.35,1.35,1.42,2.42,1.18,2.44,4.46,4.83,4.64,3.72,2.79,0.76,2.27,-0.43,0
0.03,1.44,0.08,2.17,-0.46,-0.62,2.01,-0.67,3.27,-0.17,2.05,2.93,2.11,4.64,2.94,3.03,2.93,1.97,0.36,-0.42,-0.98,0
-0.62,-0.73,-1.33,0.57,1.24,1.26,2.26,2.7,2,1.58,3.32,1.62,3.04,3.31,4.42,3.72,2.27,0.92,2.04,-0.19,-2.13,0
0.61,1.4,2.06,0.48,2.66,2.52,2.97,1.25,3.25,0.82,4.01,2.15,2.63,2.48,2.85,3.22,3.15,3.13,1.38,1.11,-2.23,0
-1.36,0.8,0.88,2.47,0.97,3.9,4.1,2.71,1.8,2.72,0.32,1.17,0.84,1.67,0.22,1.64,0.3,0.93,1.33,1.27,0.55,0
-0.01,0.63,1.77,0.49,3.73,0.69,3.45,3.48,2.69,-0.52,0.49,1.55,1.98,1.78,4.14,4.03,1.74,2.39,1.92,-1.44,0.28,0
-0.1,-1.16,1.51,1.42,2.63,2.25,3.8,2.5,2.9,3.66,0.3,3.91,0.2,1.54,4.55,2.48,1.57,0.16,1.43,-0.57,0.21,0
-0.09,1.57,1.46,3.24,0.43,0.8,1.41,1.04,1.15,3.11,-0.27,2.07,3.4,4.62,4.72,3.73,1.17,2.61,2.14,0.66,-0.29,0
1.94,-0.37,1.13,2.37,3.63,5.42,5.39,5.16,4.12,2.2,1.41,2.64,0.91,1.11,-0.37,0.06,-0.16,-0.08,0.95,0.7,0.02,0
0.52,2.88,3.25,2.72,2.43,0.97,1.99,2.23,3.11,1.75,2.59,1.88,3.28,2.93,4.16,2.08,2.06,1.17,0.82,0.05,-0.31,0
-0.38,1.34,1.23,1.89,2.18,1.28,2.88,3.69,1.91,1.32,0.96,0.33,0.91,1.59,2.91,1.93,2.76,0.04,2.06,0.43,2.24,0
-1.48,0.31,0.94,-0.41,1.41,1.59,1.88,-1.91,-0.78,0.25,1.73,2.41,4.03,2.67,6.86,1.62,3.95,2.96,2.48,-0.55,0.43,0
0.62,-0.1,2.55,1.52,3.02,3.04,5.89,4.25,4.62,3.87,0.66,0.45,0.33,2.01,0.07,0.44,1,0.52,2.78,0.75,-0.71,0
0.25,1.31,2.23,0.95,3.84,3.84,3.99,3.07,3.26,2.87,1.77,1.74,0.38,0.45,2.66,2.02,0.21,-0.81,0.52,2.01,-0.07,0
1.01,0.4,1.01,0.6,2.77,1.7,1.44,4.01,5.26,4.47,4.67,4.55,2.91,0.3,1.62,0.92,-0.46,0.51,1.43,-0.05,-1.8,1
-0.05,0.45,2.25,1.05,2.99,1.6,3.07,4.45,5.08,4.74,4.05,2.26,4,-1.22,1.61,-0.6,-0.34,0.51,0.69,-0.99,0.04,1
-0.03,0.78,1.9,2.88,4.78,3.4,4.11,5.25,3.95,3.96,3.98,3.86,-0.42,-1,2.55,2.98,1.49,0.98,0.72,2.03,-0.63,1
-0.05,0.77,0.9,2.22,5.21,5.58,4.91,5.71,5.56,2.81,1.92,1.95,-0.7,0.83,-0.12,0.03,-1.86,-0.04,1.04,0.52,-0.78,1
0.21,1.93,-0.4,3.8,6.11,5.62,4.48,3.85,3.26,2.81,0.65,2.42,-1.05,-1.54,0.14,0.3,-0.26,0.22,-1.69,-1.03,1.73,1
-1.73,-0.01,0.77,2.31,0.02,1.5,0.07,2.43,2.5,5.37,5.98,5.16,3.37,3,1.11,2.73,-0.23,0.4,-0.17,0.63,-0.33,1
2.26,1.17,0.92,1.43,0.46,3.08,4.29,2.6,5.4,2.64,5.79,1.83,1.28,1.98,1.55,1.95,0.26,-0.86,0.53,-3,0.21,1
-1.59,1.86,1.72,4.22,4.04,4.68,5.89,5.36,3.36,4.77,2.41,0.97,1.32,0.77,-0.11,-0.21,0.25,-0.73,-1.87,-0.58,-0.8,1
-0.61,0.33,-0.15,0.53,3.37,1.33,4.13,4.74,3.4,2.82,5.11,2.95,2.78,3.04,-0.14,1.87,0.06,0.56,-0.36,-0.83,0.49,1
1.47,2.37,1.94,3.16,4.67,6.22,5.94,2.97,2.33,0.36,-0.29,0.81,0.06,-0.23,0.58,-1.05,0.43,0.71,0.49,2.07,0.17,1
0.95,0.82,1.83,0.9,-0.62,1.81,3.81,1.28,3.83,4.39,5.42,3.51,3.89,2.37,2.5,1.45,1.01,1.27,0.07,-0.75,-0.07,1
-0.37,0.34,1.08,2.49,2.64,2.46,6.29,5.39,4.02,2.93,2.2,2.73,1.47,1.08,0.61,0.39,-1.11,-0.21,-0.13,2.25,-0.3,1
-0.16,0.58,3.08,1.12,3.4,3.88,6.69,3.11,3.9,1.92,4.22,2.91,1.26,1.97,-0.5,1.05,1.05,1.9,-1.06,-1.02,0.21,1
0.76,0.57,1.02,3.47,2.3,5.04,1.86,2.16,4.63,5.24,3.96,3.4,2.61,0.75,1.26,-0.36,0.96,1.46,0.1,1.14,-1.11,1
-1.02,0.26,1.48,1.27,0.34,3.41,4.29,3.45,4.67,3.75,5.65,3.96,0.37,2.58,2.31,0.28,-1.49,0.03,-1.19,-0.45,0.21,1
0.48,0.79,-1.04,-0.88,0.98,1.04,3.25,0.95,4.04,2.76,5.4,4.92,3.17,2.85,2.42,0.21,0.21,-1.49,-1.19,0.5,-0.72,1
-1.02,1.35,1.3,0.69,4.34,2.45,4.36,2.03,3.32,5.11,7.05,3.82,3.54,2.05,1.79,1.35,0.85,0.08,1.09,0.69,-1.56,1
1.37,-1.04,1.76,0.92,2.78,3.22,5.24,3.74,2.96,3.44,2.45,2.11,2.4,0.76,0.64,1.01,-0.28,0.26,-1.19,-0.73,-0.09,1
0.46,0.67,-1.47,0.85,1.48,1.22,3.59,3.28,4.78,5.31,4.32,3.41,3.19,3.78,1.46,1.09,0.04,0.48,-0.27,0.27,1.62,1
-0.84,1.08,2.7,0.29,2.16,2.07,6.14,3.07,3.93,3.7,3.82,3.6,1.75,3.3,-0.47,1.34,-0.56,1,-0.58,-0.1,-1,1
1.43,1.99,3.89,2.19,5.71,4.69,5.55,5.74,4.12,4.38,3.81,1.57,2.28,-0.89,1.44,-1.8,1.06,-0.9,-0.69,-1.27,1.15,1
-2.21,1.04,0.73,1.75,2.8,4.08,6.74,5.25,4.22,3.57,2.08,2.64,0.31,1.42,-0.85,0.84,-0.89,1.03,0.13,0.5,-0.39,1
2.09,-1.27,1.03,1,1.32,1.99,2.4,4.45,4.04,3.53,4.8,2.88,2.62,2.31,-0.02,0.59,-0.89,0.04,0.75,-1.6,0.71,1
-0.45,0.26,2.08,3.34,3.01,3.49,4.71,5.27,6.42,3.12,3.68,1.98,0.26,1.88,1.36,0.15,-0.77,0.03,-0.47,-0.12,0.24,1
0.12,0.69,0.19,1.85,3.09,3.45,5.13,3.98,5,4.43,4.4,1.24,2.31,0.85,1.92,-0.7,-0.5,-1.54,0.83,-1.42,0.92,1
-0.4,-0.77,0.48,-0.44,1.01,-0.21,3.4,3.27,1.84,3.87,6.48,5.29,2.73,2.09,1.63,0.44,1.42,1.4,-0.17,1.33,0.01,1
-1.77,0.16,1.47,1.36,0.86,2.23,4.15,2.13,4.93,5.27,5.52,4.87,3.29,2.65,-0.07,1.49,1.36,-0.56,-0.19,-0.05,1.23,1
1.97,-1.45,0.27,-0.89,-1.23,2.22,1.22,5.36,3.95,4.99,6.48,6.71,3.5,3.22,2.03,0.79,-0.22,-2.45,-0.14,-1.97,-1.41,1
0.73,1.08,2.74,0.95,1.5,3.78,4.01,3.58,3.62,5.08,4.95,1.53,0.45,0.9,0.54,1.5,-0.55,1.59,0.65,1.28,0.87,1
0.32,1.78,1.42,1.73,1.24,3.21,2.9,3.92,3.79,4.73,3.81,4.51,0.76,0.99,0.91,2.77,-0.41,-0.09,-0.44,-0.7,2.03,1
-0.52,-1.12,2.5,1.9,-0.11,0.58,1.85,2.62,1.95,4.76,4.91,5.38,2.45,3.15,1.78,-1.11,0.54,-0.41,-0.18,0.66,-0.09,1
0.64,1.22,2,3.77,4.3,3.89,5.08,3.78,6.04,2.73,2.42,0.67,0.4,-0.23,0.58,-1.92,-0.21,-1.27,-0.58,-0.23,-0.01,1
-1.48,1.56,-0.77,0.31,1.87,1.28,3.73,4.31,0.73,3.42,6.04,3.15,6.25,1.87,2.69,-0.47,-0.56,-0.68,1.26,0.54,0.36,1
0.06,0.23,0.4,3.62,2.49,2.16,3.89,3.28,4.06,5.3,3.9,2.77,1.63,1.66,1.68,0.27,1.14,-1.43,-1.14,0.31,-0.54,1
-0.89,-1.06,-0.56,1.66,2.97,3.8,5.21,4.7,3.12,2.99,4.1,1.89,1.36,0.89,0.09,-0.23,-1.4,0.29,0.38,-0.99,0.62,1
0.02,-1.18,1.27,0.62,0.75,4.48,4.87,3.71,5.01,6,3.84,3.07,2.1,3.32,1.14,0.33,-0.43,-0.9,0.12,0.53,0.2,1
0.31,1.66,0.13,1.12,1.69,4.62,3.73,3.98,3.2,3.83,4.19,4.24,1.81,1.46,1.53,-0.45,1.6,-0.19,-1.05,-1.27,-0.9,1
-1.52,-0.81,0.47,2.98,2.61,3.22,4.87,3.69,3.76,3.2,3.69,1.37,2.1,-0.04,1.76,-0.92,-0.58,0.39,0.25,1.57,-0.13,1
-0.83,1.43,-1.59,0.75,0.29,0.67,1.74,3.94,5.03,6.47,5.8,5.49,2.37,3.77,2.89,3.4,1.47,-1.16,-0.36,-0.04,-0.37,1
-0.84,-0.1,1.04,-1.23,3.3,0.3,3.62,4.24,5.18,3.12,3,4.37,3.37,0.47,1.38,-0.02,1.76,-0.11,-0.82,-0.32,0.65,1
-0.14,-0.07,1,2.02,2.39,4.32,3.85,3.29,2.23,4.66,5.88,1.75,3.24,-0.65,-1.25,0.06,0.06,0.3,-0.65,1.16,-0.1,1
-0.11,-0.06,0.5,3.43,2.39,6.1,5.62,4.82,5.64,3.66,0.8,1.32,-1.62,0.01,0.84,-0.6,0.62,-2,1.34,0.6,-0.07,1
0.92,1.06,0.79,0.56,2.46,3.39,3.77,5.93,2.25,3.45,5.36,4.28,-0.5,1.19,0.51,2.18,0.58,-0.83,-0.19,-1.38,-0.49,1
0.07,0.77,-0.73,-1.2,0.98,3.37,2.9,3.95,3.24,4.09,5.78,4.93,3.23,1.68,1.12,3.12,-0.2,2.55,1.05,0.45,-2.03,1
0.47,0.28,0.93,0.23,-0.82,0.13,1.19,2.74,4.39,5.44,5.5,5.67,2.65,1.8,1.47,1.06,1.15,-0.59,-0.81,-3.11,0.26,1
-0.24,-0.13,0.74,1.45,0.94,2.4,3.22,4.51,3.17,3.48,3.58,2.52,1.31,1.37,1.48,1.28,-1.11,0.81,0.43,-1.24,1.04,1
-0.72,1.76,0.74,2.04,1.43,4.64,5.53,3.53,3.74,2.83,4.33,2.02,0.19,1.36,-0.08,0.73,-1.37,0.12,-0.81,0.4,-0.65,1
0.23,0.47,1.25,2.14,3.99,6.37,6.37,5.12,3.68,2.74,0.26,-0.53,-0.13,0.33,1.1,-0.96,-0.09,-1.03,-1.29,0.47,1.93,1
1.14,0.62,0.99,0.91,-0.31,3.4,2.77,2.8,4.94,3.13,7.17,3.69,3.55,0.57,2.54,1.1,0.97,-1.9,2.08,0.64,0.75,1
-0.32,0.42,-0.2,1.92,2.65,2.64,4.81,3.13,5.38,3.61,3.97,2.07,0.09,0.73,2.19,0.53,-0.43,0.28,-1.07,-1.18,0.43,1
0.51,-0.08,0.02,-0.34,0.61,3.15,3.2,3.47,4.23,4.03,4.09,4.7,3.66,2.09,1.02,1.69,0.27,-1.35,-1.04,1.46,-0.57,1
0.51,-0.37,0.52,1.23,3.01,3.07,5.26,5.33,3.18,3.88,4.4,2.18,2.32,-0.15,0.71,1.19,0.62,1.54,1.59,-0.22,-0.1,1
-0.25,0.77,1.42,2.79,3.89,5.02,5.13,3.05,3.17,3.12,4.17,1.51,1.5,0.56,0.46,1.81,0.43,0.87,-0.54,2,-0.06,1
-0.14,0.84,0.35,0.06,1.69,3.56,5.02,4.89,5.36,5.8,2.36,3.21,0.47,1.55,-0.03,0.68,-1.18,0.21,0.09,0.86,-0.6,1
1.41,2.11,-0.12,1.33,-0.56,2.1,2.06,2.97,2.62,5.24,6.93,5.56,3.55,2.14,3.08,2.54,1.2,0.55,1.61,-0.42,-0.18,1
-1.09,-0.06,1.66,2.85,1.66,1.35,4.5,3.19,3.88,4.9,3.81,3.7,3.45,4.4,1.17,1.68,0.2,-2.58,-0.85,1.38,0.57,1
-0.95,-0.73,0.24,1.59,-0.08,3.43,5.45,4.54,5.92,3.32,4.93,2.82,1.81,1.55,0.1,0.48,1.6,1.28,-0.24,0.14,-0.86,1
0.76,0.78,0.68,1.14,1.06,0.03,2.23,3.35,2.46,4.21,7.01,6.58,1.83,2.79,2.53,1.66,0.95,-1.17,-0.72,-0.11,-0.69,1
-0.08,0.91,0.48,1.63,-0.16,0.13,1.38,3.88,3.27,5.64,7.24,4.93,4.8,4.01,1.62,2.04,0.82,-0.94,-0.42,-0.08,-0.74,1
0.06,1.1,-0.55,1.49,0.94,4.29,5.37,5.09,5.39,3.85,4.14,0.47,0.95,-0.36,1.59,0.08,-0.23,0.26,-0.41,-0.26,1.39,1
-0.02,-0.67,0.38,1.82,0.99,3.82,2.05,3.72,5.01,3.09,3.86,2.98,1.42,2.87,2.4,-0.39,0.02,1.49,0.28,-3.06,0.22,1
0.51,2.16,0.87,1.81,-0.07,3.58,5.03,2.52,3.61,4.97,5.62,2.96,1.13,2.47,1.18,0.12,-0.35,1,0.17,-1.01,1.12,1
0.07,-0.01,0.58,-1.18,2.74,2.97,3.84,5.57,4.04,4.65,4.59,3.19,1.99,0.57,1.64,0.94,-1.27,-0.12,-1.06,-1.29,2.36,1
-0.45,0.26,1.33,2.77,3.47,4.29,5.65,5.28,3.81,3.97,4.01,3.17,1.85,0.69,0.55,-0.39,0.2,0.89,-0.01,2.07,-0.64,1
0.43,1.15,0.92,0.04,-1.82,1.09,3.88,5.13,2.73,3.59,7.91,3.72,3.14,2.72,2.15,2.01,0.4,-0.3,0.64,0.48,-0.4,1
-1.6,1.41,-1.31,1.88,2.4,2.42,3.85,4.03,3.42,5.8,4.82,4.61,1.25,2.16,0.69,0.71,-1.28,0.51,-0.24,-0.04,-1.2,1
0.27,-2.14,1.41,1.6,0.64,3.45,5.43,5.96,2.92,3.83,4.01,3.77,2.5,2.08,2.87,-2.3,-0.69,1.52,0.94,0.23,-0.8,1
0,3.32,2.55,2.47,3.61,6.72,6.71,5.43,2.75,4.4,0.9,0.55,-0.21,-0.1,1.54,0.38,0.21,-0.61,-0.05,-0.89,0.23,1
1.17,-1.14,-1.29,-0.3,-0.66,2.14,1.13,3.33,5.38,3.76,3.05,6.43,3.41,1.02,2.36,1.23,-0.11,0.44,-1.52,1.03,0.14,1
-1.04,1.48,2.05,0.77,1.1,1.03,1.35,4.66,4.89,5.71,5.87,3.33,1.92,1.46,2.51,0.02,-0.17,1.16,-0.58,0,0.45,1
0.11,2.74,1.33,3.13,3.04,5.72,6.56,6.11,3.88,2.51,3.38,0.59,0.3,-0.36,2.6,1.15,-0.11,-0.07,0.36,-0.84,-1.58,1
0.84,-0.81,-0.85,1.75,0.8,0.32,2.59,3.71,5.51,3.89,7.69,5.23,3.42,2.12,2.68,1.82,-0.87,-1.64,-0.63,0.18,-1.82,1
-1.1,0.09,1.33,0.28,1.32,2.71,2.28,2.79,4.71,3.35,3.48,4.28,0.87,-0.03,1.39,0.14,-0.42,-1.57,-0.05,1.55,-0.44,1
0.58,0.59,2.24,2,4.39,3.36,4.63,3.86,4.92,2.18,3.51,0.9,-0.47,0.19,-1.23,-0.72,1.37,0.56,-1.48,0.4,0.17,1
-2.14,1.49,1.9,3.26,1.5,5.59,4.73,4.49,2.99,4.24,3.88,0.47,1.97,0.8,0.28,0.65,-1.35,-0.16,0.99,0.36,-0.39,1
-0.68,0.92,3.05,3.37,3.12,3.17,3.72,3.81,3.5,5.23,3.05,0.75,0.15,2.02,3.06,0.17,0.08,1.65,-1.36,1.48,-1.39,1
1.54,1.97,0.81,3.05,3.55,1.7,2.09,6.13,3.09,4.78,3.3,3.67,1.83,1.48,2.31,0.76,0.24,-0.06,0.25,0.45,0.59,1
-2.84,0.75,1.21,2.19,3.53,4.65,5.7,6.23,4.89,2.07,2.27,0.49,2.12,0.58,1.03,0.38,0.33,-0.41,-0.53,-0.49,-0.09,1
0.56,-1.26,0.59,0.92,-1.58,-0.4,3.53,3.03,3.82,4.46,5.1,4.74,3.45,1.41,2.29,1.42,2.39,-0.57,1.59,-0.62,-0.41,1
0.26,2.58,-0.73,3.47,2.34,2.31,3.18,-0.02,4.08,2.68,5.66,1.3,1.33,2.21,0.88,0.75,0.69,-1.23,-0.28,1.05,-2.58,1
-1.38,1.83,0.16,-0.3,0.76,1.56,4.71,4.42,3.24,3.94,6.12,5.07,4.45,3.9,1.1,1.68,-0.6,-1.39,0.78,-1.35,0.35,1
-0.67,-1.36,0.51,1.78,1.54,0.57,2.82,1.51,6.05,3.9,5.36,3.46,2.15,3.03,2.37,1.11,-0.74,0.65,-0.75,0.76,-1.02,1
-0.84,1.34,3.06,2.69,1.99,3.56,3.83,5.06,4.41,3.87,2.35,2.07,2.01,2.94,2.59,0.44,-0.29,0.32,-0.98,0.44,0.32,1
-0.44,0.6,1.1,-0.9,0.44,2.23,2.42,3.45,3.96,6.39,5.77,5.99,2.94,2.83,1.78,-0.53,0.59,-0.14,-0.66,-0.79,0.49,1
-0.14,-0.04,1.37,3.77,0.32,2.68,4.6,2.88,4.91,3.12,2.87,1.89,-0.4,0.38,-1.33,0.77,0.62,-1.03,-0.13,-1.86,0.26,1
-1.17,1.17,2.63,3.37,2.25,5.93,8.76,4.35,5.17,2.87,2.07,1.11,0.94,-2.37,-0.65,-0.3,-2.17,-1.21,-0.82,-1.47,1.39,1
1.39,2.5,1.69,2.67,2.28,4.09,2.59,4.89,2.01,6.32,4.5,3.12,0.96,1.32,1.26,0.63,0.41,-1.22,-0.79,1.06,0.16,1
0.84,0.43,0.39,0.08,0.24,-0.06,2.99,2.01,5.59,5.04,4.45,4.69,4.4,4.77,2.65,0.46,1.37,-0.57,-0.5,-1,-0.15,1
-0.64,-1.71,1.96,2.72,1.52,1.72,3.45,3.57,4,3.78,3.77,3.05,3.07,1.07,0.37,-0.23,0.7,1.2,-2.33,-1.47,0.89,1
-0.56,0.1,-0.25,0.81,0.17,0.55,2.25,2.99,2.57,5.07,4.99,6.48,5.78,2.74,2.35,-0.1,-0.62,0.05,-1.4,1.34,0.58,1
0.04,-1.24,1.82,0.8,0.51,1.58,1.82,3.36,4.32,2.94,5.86,4.58,3.03,1.9,3.05,1.69,0.09,0.9,0.53,0.75,0.76,1
-0.4,0.66,-0.04,0.32,0.7,0.77,2.08,2,3.29,5.21,3.95,5.54,3.99,3.14,1.84,1.32,-0.36,-1.16,-0.51,-0.47,-1.21,1
-2.2,-0.9,1.63,3.33,3.58,4.28,5.57,5.47,3,6.07,3.64,2.19,-1.06,0.53,1.78,0.9,1.18,1.2,2.23,0.32,2.14,1
-1.61,0.49,0.77,1.26,3.02,5.91,3.72,4.5,4.86,3.98,3.59,1.32,2.16,0.86,1.45,1.05,-0.45,-0.03,-0.58,1.08,0.32,1
1.28,-0.08,-0.84,-0.16,0.15,1.11,2.52,3,4.74,4.88,6.88,5.01,4.75,2.45,0.92,2.48,1.23,0.27,-0.18,0.43,-0.08,1
0.27,2.67,0.96,2.67,3.44,5.53,6.85,5.59,3.14,2.79,1.49,0.23,-0.13,0.35,0.92,-1.29,0.81,-0.04,0.2,-2.02,-1.57,1
0.85,0.86,2.25,2.51,3.46,4.43,6.33,4.69,4.12,2.97,1.64,0.86,-1.08,0.1,-1.75,0.1,-0.4,1.72,-0.73,0.41,0.12,1
0.92,0.38,1.13,0.17,2.32,1.38,2.25,4.24,4.02,5.5,4.91,4.59,2.69,4.02,0.41,2.18,-0.46,0.34,0.13,-0.6,1.18,1
0.58,1.1,1.48,1.11,2.96,3.99,5.32,5.22,5.97,3.01,4.14,1.34,0.63,1.41,0.97,-0.75,-0.35,-0.06,1.1,0.26,-1,1
-0.6,-0.13,2.78,1.06,1.17,0.87,2.94,4.26,2.27,3.41,5.58,3.24,3.44,2.29,0.65,0.47,-0.29,0.92,-1.11,-0.05,0.21,1
0.43,1.89,1.24,2.38,3.23,3.15,4.91,4.29,3.72,1.2,3.06,2.86,1.55,0.86,-0.44,-0.3,-0.36,0.24,0.8,-0.63,-0.59,1
-1.31,-0.15,0.28,0.2,0.31,2.59,3.24,4.04,4.96,5.71,6.31,3.21,2.27,2.33,3.72,0.7,1.53,-1.04,0.53,-1.34,-0.57,1
-0.94,0.26,1.38,-0.45,0.1,1.35,1.99,2.8,4.83,4.8,3.51,3.75,3.6,1.87,1.69,-0.52,-2.16,-0.16,-1.07,1.04,0.15,1
1.6,0.63,0.58,-0.56,1.47,0.95,3.68,5.06,4.81,6.62,6.06,2.33,2.42,2.38,2.27,1.76,-0.33,-0.3,0.17,-0.67,-2.09,1
-0.19,0.46,0.48,0.55,1,1.65,4.61,1.97,4.52,5.59,5.4,3.57,2.99,3.46,1.79,1.6,0.46,0.12,-1.65,0.51,-0.82,1
1.05,0.16,-0.26,0.11,1.65,1.11,0.31,1.62,3.6,3.17,6.92,3.81,4.25,2.15,1.4,0.37,-1.48,-0.19,-0.96,0.07,-1.05,1
1.01,2.3,2.32,0.98,0.33,3.03,2.25,3.75,4.68,2.98,3.63,3.34,1.39,-0.26,2.16,0.8,0.24,1.3,-0.56,-0.78,0,1
0.56,-0.92,1.66,-0.66,0.18,0.95,2.07,4.06,4.76,4.57,4.07,2.64,3.14,2.59,2.88,0.33,-1.1,0.36,-0.1,-0.13,-1.53,1
0.47,0.43,2.12,3.17,0.83,2.88,3.7,4.87,1.78,3.1,3.46,2.32,2.46,1.67,-0.46,-0.07,1.38,-1.82,1.67,-0.48,0.09,1
0.5,2.82,-0.98,2.28,1.37,1.25,2.53,2.93,5.23,3.45,2.55,4.91,1.09,2.85,1.43,-1.43,0.91,-1.46,-0.45,0.62,1.27,1
0.23,0.51,0.72,1.4,0.79,1.37,3.11,2.77,4.16,5.37,5.64,4.09,3.56,3.71,4.46,-0.16,-0.78,-0.82,0.03,-1.07,0.51,1
0.04,1.83,3.3,1.13,2.97,3.69,6.38,5.99,3.23,3.89,4.34,1.63,3.26,0.12,2.5,-0.06,2.31,0.1,-0.22,-0.24,1.42,1
1.44,0.79,-0.48,1.33,1.88,4.77,3.65,5.71,4.13,3.73,3.23,2.02,3,0.09,2.55,0.87,-1.56,-0.94,1.6,-0.46,1.23,1
-1.15,-1.79,-2.66,0.26,1.74,1.35,2.01,2.02,3.8,3.12,3.56,5.2,2.24,3.61,2.37,1.32,-2.13,-1.02,0.31,-2.47,0.51,1
-1.71,1.09,0.18,0.55,1.04,3.45,4.08,3.5,2.38,3.3,6.08,2.71,2.42,-0.12,2.62,-0.26,0.72,0.48,-1.74,-0.64,-1.2,1
-1.15,2.43,-0.69,0.44,1.07,2.08,4.74,3.41,3.48,4.75,3.7,3.6,2.64,3.48,0.41,1.11,0.84,0.97,0.4,0.5,0.9,1
-2.69,0.25,1.14,1.4,2.82,2.82,4.02,5.76,3.73,3.71,4.21,1.72,1.87,1.4,0.62,-1.07,0.31,-1.24,-0.58,-0.16,-1.23,1
